ID_Cliente,Cancelacion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Suscripcion_Servicio_Telefono,Suscripcion_Multiples_Lineas,Suscripcion_Servicio_Internet,Suscripcion_Seguridad_En_Linea,Suscripcion_Respaldo_En_Linea,Suscripcion_Proteccion_Dispositivo,Suscripcion_Soporte_Técnico,Suscripcion_TV_Streaming,Suscripcion_Películas_Streaming,Tipo_Contrato,Factura_Electronica,Metodo_Pago,Factura_Mensual,Cargos_Totales,Cuentas_diarias
7298-IZWLY,no,Female,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.4,19.4,0.6
7299-GNVPL,no,Female,0,yes,yes,23,yes,no,Fiber optic,Yes,yes,no,yes,no,no,Month-to-month,no,Mailed check,84.4,1936.85,2.8
7301-ABVAD,no,Female,0,no,no,72,yes,yes,DSL,No,yes,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),86.6,6350.5,2.9
7302-ZHMHP,no,Female,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.15,19.15,0.6
7305-ZWMAJ,no,Male,0,yes,no,30,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Credit card (automatic),20.7,587.1,0.7
7306-YDSOI,no,Male,0,yes,yes,69,yes,no,DSL,Yes,yes,yes,no,no,no,Two year,yes,Bank transfer (automatic),59.75,4069.9,2.0
7310-EGVHZ,no,Male,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Bank transfer (automatic),20.2,20.2,0.7
7311-MQJCH,no,Female,0,no,no,5,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Electronic check,19.55,99.6,0.7
7312-XSBAT,no,Male,0,no,no,1,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,no,Electronic check,49.75,49.75,1.7
7314-OXENN,yes,Male,0,no,no,2,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,82.0,184.65,2.7
7315-WYOAW,no,Male,0,no,no,13,yes,yes,Fiber optic,No,no,no,yes,yes,yes,Month-to-month,no,Electronic check,100.75,1313.25,3.4
7317-GGVPB,yes,Male,0,yes,no,71,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),108.6,7690.9,3.6
7318-EIVKO,no,Male,0,no,no,8,yes,yes,DSL,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,59.25,436.6,2.0
7319-VENRZ,no,Male,0,no,no,7,yes,no,DSL,No,no,yes,yes,yes,no,Month-to-month,no,Bank transfer (automatic),64.3,445.95,2.1
7319-ZNRTR,no,Male,0,yes,yes,25,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Electronic check,19.6,411.15,0.7
7321-KKSDU,no,Male,0,no,yes,32,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,20.5,696.8,0.7
7321-PKUYW,yes,Female,0,no,no,11,yes,yes,Fiber optic,No,no,no,yes,yes,no,Month-to-month,no,Electronic check,90.15,987.95,3.0
7321-VGNKU,no,Female,0,yes,no,2,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,70.35,120.25,2.3
7321-ZNSLA,no,Male,0,yes,yes,13,no,no,DSL,Yes,yes,no,yes,no,no,Two year,no,Mailed check,40.55,590.35,1.4
7322-OCWHC,no,Male,1,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,no,no,Two year,yes,Bank transfer (automatic),93.05,6735.05,3.1
7325-ENZFI,no,Female,0,no,no,39,no,no,DSL,Yes,yes,no,yes,no,no,One year,yes,Bank transfer (automatic),40.3,1630.4,1.3
7326-RIGQZ,no,Male,0,yes,yes,6,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,69.8,377.85,2.3
7328-OWMOM,no,Female,0,no,yes,31,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Credit card (automatic),20.1,589.25,0.7
7328-ZJAJO,no,Female,0,yes,yes,59,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.5,1222.65,0.6
7330-WZLNC,yes,Female,0,no,no,5,yes,yes,Fiber optic,No,yes,no,no,yes,no,Month-to-month,yes,Electronic check,90.8,455.5,3.0
7336-RLLRH,no,Male,0,yes,no,27,yes,yes,DSL,Yes,no,no,yes,yes,yes,One year,no,Mailed check,80.85,2204.35,2.7
7337-CINUD,no,Female,0,yes,yes,8,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.5,159.35,0.6
7338-ERIVA,no,Male,0,no,yes,39,no,no,DSL,Yes,no,no,yes,yes,no,One year,no,Bank transfer (automatic),45.05,1790.6,1.5
7339-POGZN,no,Female,0,no,no,4,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,no,Electronic check,50.7,214.55,1.7
7340-KEFQE,no,Female,0,yes,yes,51,no,no,DSL,Yes,no,no,yes,no,no,Two year,no,Bank transfer (automatic),34.2,1782.0,1.1
7341-LXCAF,yes,Male,0,yes,no,4,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,74.65,301.4,2.5
7343-EOBEU,no,Male,0,yes,no,3,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,23.6,89.05,0.8
7346-MEDWM,no,Female,0,no,no,59,yes,yes,Fiber optic,No,yes,yes,no,no,no,Month-to-month,yes,Electronic check,83.25,4949.1,2.8
7349-ALMUX,no,Male,0,no,no,37,yes,no,DSL,Yes,yes,yes,yes,no,no,Two year,no,Bank transfer (automatic),65.6,2313.8,2.2
7351-KYHQH,no,Female,1,no,no,7,yes,no,DSL,No,yes,yes,no,yes,no,Month-to-month,yes,Electronic check,64.95,493.65,2.2
7351-MHQVU,no,Female,0,no,no,6,no,no,DSL,Yes,yes,no,yes,no,yes,Month-to-month,no,Credit card (automatic),50.95,307.6,1.7
7353-YOWFP,no,Female,0,no,no,7,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.25,129.15,0.7
7354-OIJLX,no,Male,0,no,no,9,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,75.85,724.65,2.5
7356-AYNJP,no,Female,0,no,no,4,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Electronic check,23.9,97.5,0.8
7356-IWLFW,no,Male,0,yes,yes,46,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),80.0,3769.7,2.7
7359-PTSXY,yes,Male,0,no,no,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Electronic check,45.75,45.75,1.5
7359-SSBJK,yes,Female,1,no,no,64,yes,no,DSL,Yes,yes,no,yes,yes,no,Two year,yes,Credit card (automatic),70.2,4481.0,2.3
7359-WWYJV,no,Male,0,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),114.45,8375.05,3.8
7361-YPXFS,no,Female,1,no,no,28,yes,yes,DSL,No,yes,yes,yes,no,no,Month-to-month,no,Bank transfer (automatic),64.45,1867.6,2.1
7363-QTBIW,no,Female,0,yes,no,9,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,79.75,769.1,2.7
7365-BVCJH,no,Male,0,no,no,1,no,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,24.4,24.4,0.8
7369-TRPFD,no,Male,0,no,no,19,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,18.8,279.2,0.6
7375-WMVMT,no,Male,1,yes,no,71,yes,no,Fiber optic,No,yes,yes,yes,no,yes,Two year,yes,Credit card (automatic),95.5,6707.15,3.2
7377-DMMRI,yes,Male,0,no,no,2,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,47.8,92.45,1.6
7379-FNIUJ,no,Male,0,no,no,2,yes,no,Fiber optic,Yes,yes,no,no,yes,yes,Month-to-month,no,Electronic check,100.2,198.5,3.3
7379-POKDZ,yes,Male,0,yes,no,3,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,70.3,208.85,2.3
7382-DFJTU,no,Male,0,no,no,18,yes,no,DSL,No,no,yes,yes,no,no,Month-to-month,no,Credit card (automatic),55.2,1058.1,1.8
7384-GHBPI,yes,Male,0,yes,no,3,no,no,DSL,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,35.15,99.75,1.2
7389-KBFIT,no,Female,0,yes,yes,2,no,no,DSL,No,yes,no,no,no,no,Month-to-month,yes,Mailed check,30.25,63.75,1.0
7392-YYPYJ,no,Male,0,no,no,22,yes,yes,Fiber optic,No,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,100.65,2415.95,3.4
7394-FKDNK,yes,Female,0,yes,no,9,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,no,Electronic check,89.45,853.1,3.0
7394-LWLYN,no,Female,0,no,no,2,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,70.15,123.8,2.3
7395-IGJOS,yes,Male,1,yes,no,17,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,no,Bank transfer (automatic),81.5,1329.2,2.7
7395-XWZOY,no,Male,0,no,no,20,no,no,DSL,Yes,yes,yes,yes,yes,no,Month-to-month,yes,Credit card (automatic),55.0,1165.55,1.8
7396-VJUZB,no,Male,0,yes,yes,4,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,45.25,155.35,1.5
7398-HPYZQ,no,Male,0,yes,no,71,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),90.55,6404.0,3.0
7398-LXGYX,no,Male,0,yes,no,44,yes,yes,Fiber optic,Yes,no,yes,no,no,no,Month-to-month,yes,Credit card (automatic),84.8,3626.35,2.8
7398-SKNQZ,no,Female,0,yes,no,3,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,no,Electronic check,94.9,273.2,3.2
7399-QHBJS,no,Female,0,yes,yes,72,yes,yes,DSL,Yes,yes,no,yes,no,no,Two year,no,Credit card (automatic),66.75,4760.3,2.2
7401-JIXNM,no,Female,0,yes,yes,54,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),91.3,4965.0,3.0
7401-RUBNK,no,Female,0,yes,no,18,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,no,Electronic check,74.8,1438.05,2.5
7402-EYFXX,no,Male,1,no,no,26,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,93.6,2404.1,3.1
7402-PWYJJ,no,Female,0,yes,no,53,yes,yes,Fiber optic,No,no,no,yes,no,yes,One year,yes,Electronic check,91.15,4862.5,3.0
7404-JLKQG,no,Female,0,no,no,3,yes,no,DSL,No,no,yes,no,yes,no,Month-to-month,no,Electronic check,57.55,161.45,1.9
7407-SUJIZ,no,Male,0,no,no,25,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.6,541.5,0.7
7408-OFWXJ,no,Female,0,yes,yes,72,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),89.8,6510.45,3.0
7409-JURKQ,no,Female,0,yes,no,53,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,One year,yes,Bank transfer (automatic),111.8,5809.75,3.7
7409-KIUTL,yes,Female,1,no,yes,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,71.0,71.0,2.4
7410-KTVFV,yes,Male,0,yes,no,18,yes,no,DSL,No,no,yes,no,no,no,Month-to-month,yes,Mailed check,49.55,878.35,1.7
7410-OIEDU,no,Male,0,no,no,10,yes,no,Fiber optic,Yes,no,yes,no,no,no,Month-to-month,yes,Mailed check,79.85,887.35,2.7
7410-YTJIK,yes,Female,0,no,no,7,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Mailed check,75.45,480.75,2.5
7416-CKTEP,no,Female,0,yes,no,57,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),19.6,1134.25,0.7
7421-ZLUPA,no,Female,0,no,no,8,no,no,DSL,No,yes,no,no,no,no,Month-to-month,yes,Mailed check,29.25,226.95,1.0
7422-WNBTY,no,Male,0,yes,no,33,yes,yes,Fiber optic,No,yes,yes,no,no,yes,Month-to-month,yes,Electronic check,93.35,3092.0,3.1
7426-GSWPO,no,Male,1,no,no,64,yes,yes,Fiber optic,Yes,yes,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),103.5,6548.65,3.4
7426-RHZGU,no,Male,0,no,no,9,yes,no,Fiber optic,No,no,no,yes,yes,yes,Month-to-month,yes,Bank transfer (automatic),95.9,827.45,3.2
7426-WEIJX,no,Male,1,yes,yes,60,yes,yes,Fiber optic,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,80.95,4859.1,2.7
7427-AUFPY,no,Male,0,no,no,54,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.65,1008.7,0.7
7432-FFVAR,no,Female,0,yes,yes,46,yes,no,Fiber optic,No,no,yes,yes,no,yes,One year,no,Bank transfer (automatic),90.95,4236.6,3.0
7434-SHXLS,yes,Female,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.9,20.9,0.7
7435-ZNUYY,no,Male,0,no,no,6,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.6,116.6,0.7
7439-DKZTW,no,Male,0,no,no,1,yes,no,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,80.55,80.55,2.7
7442-YGZFK,no,Male,0,no,no,1,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,yes,Credit card (automatic),49.8,49.8,1.7
7445-WMRBW,no,Female,0,no,no,48,yes,yes,DSL,No,yes,yes,yes,yes,no,One year,yes,Bank transfer (automatic),73.85,3581.4,2.5
7446-KQISO,no,Male,0,yes,yes,45,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),109.75,4900.65,3.7
7446-SFAOA,no,Female,0,yes,no,37,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Bank transfer (automatic),19.85,717.5,0.7
7446-YPODE,no,Male,1,no,no,11,yes,yes,DSL,Yes,yes,no,no,no,no,Month-to-month,no,Bank transfer (automatic),60.25,662.95,2.0
7449-HVPIV,no,Male,0,yes,yes,55,yes,yes,Fiber optic,No,no,yes,no,yes,no,Month-to-month,yes,Credit card (automatic),90.4,5099.15,3.0
7450-NWRTR,yes,Male,1,no,no,12,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,99.45,1200.15,3.3
7452-FOLON,no,Male,0,no,yes,39,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),25.45,958.45,0.8
7459-IMVYU,no,Male,0,no,no,38,yes,yes,DSL,Yes,yes,yes,yes,no,no,Month-to-month,no,Electronic check,69.95,2657.55,2.3
7459-RRWQZ,yes,Female,0,no,no,15,yes,yes,DSL,Yes,no,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),64.65,994.55,2.2
7460-ITWWP,no,Female,1,yes,no,45,yes,no,Fiber optic,No,no,yes,no,no,yes,Month-to-month,yes,Electronic check,86.1,3861.45,2.9
7463-IFMQU,no,Female,0,yes,no,72,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),20.05,1423.65,0.7
7465-ZZRVX,no,Male,0,no,no,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,70.35,70.35,2.3
7469-LKBCI,no,Male,0,no,no,16,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),18.95,326.8,0.6
7470-DYNOE,no,Male,0,no,no,53,yes,no,DSL,No,no,yes,no,no,yes,One year,yes,Electronic check,61.1,3357.9,2.0
7470-MCQTK,yes,Female,0,yes,no,13,no,no,DSL,No,no,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),48.75,633.4,1.6
7471-MQPOS,no,Male,1,yes,yes,71,yes,yes,DSL,No,yes,yes,yes,no,yes,One year,yes,Bank transfer (automatic),72.9,5139.65,2.4
7471-WNSUF,no,Male,0,yes,no,60,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Bank transfer (automatic),24.15,1505.9,0.8
7472-EQOAV,no,Male,1,yes,yes,71,yes,no,Fiber optic,Yes,yes,yes,no,no,no,One year,yes,Bank transfer (automatic),86.7,6179.35,2.9
7473-ZBDSN,no,Female,0,yes,yes,14,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,18.8,255.55,0.6
7479-NITWS,yes,Male,0,no,no,7,yes,yes,Fiber optic,No,no,yes,no,yes,no,Month-to-month,yes,Credit card (automatic),89.35,631.85,3.0
7480-QNVZJ,yes,Male,1,no,no,50,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.7,4816.7,3.2
7480-SPLEF,no,Male,0,yes,yes,69,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),26.0,1796.55,0.9
7481-ATQQS,yes,Female,1,no,no,49,yes,yes,Fiber optic,No,no,yes,no,no,yes,Month-to-month,yes,Credit card (automatic),90.85,4515.85,3.0
7483-IQWIB,no,Male,0,yes,yes,37,yes,yes,Fiber optic,No,yes,yes,no,yes,no,Month-to-month,yes,Electronic check,92.95,3415.25,3.1
7486-KSRVI,yes,Male,0,no,no,43,yes,yes,Fiber optic,No,no,no,yes,yes,yes,One year,yes,Electronic check,100.0,4211.55,3.3
7488-MXJIV,yes,Female,0,no,no,4,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,85.65,321.65,2.9
7492-TAFJD,no,Male,0,yes,yes,7,no,no,DSL,Yes,yes,yes,no,no,no,Two year,no,Mailed check,38.55,280.0,1.3
7493-GVFIO,no,Male,0,no,no,57,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.55,1252.85,0.7
7493-TPUWZ,yes,Male,0,no,no,1,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,79.15,79.15,2.6
7495-OOKFY,yes,Female,1,yes,no,8,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Credit card (automatic),80.65,633.3,2.7
7501-IWUNG,no,Female,0,yes,yes,61,yes,no,DSL,No,no,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),73.8,4616.05,2.5
7501-VTYLJ,no,Female,0,no,yes,2,yes,no,DSL,No,yes,no,no,no,no,Month-to-month,no,Mailed check,51.55,106.2,1.7
7502-BNYGS,no,Female,0,yes,no,46,yes,no,DSL,No,yes,no,no,yes,yes,Month-to-month,yes,Credit card (automatic),69.1,3168.0,2.3
7503-EPSZW,no,Female,0,yes,yes,64,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,24.05,1559.15,0.8
7503-MIOGA,no,Female,1,yes,no,72,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),89.85,6697.35,3.0
7503-QQRVF,yes,Male,1,yes,no,16,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Credit card (automatic),74.3,1178.25,2.5
7503-ZGUZJ,yes,Male,0,no,no,1,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Mailed check,84.65,84.65,2.8
7504-UWHNB,no,Male,0,no,no,25,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Electronic check,69.75,1729.35,2.3
7508-DQAKK,no,Female,0,no,no,64,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),86.4,5442.05,2.9
7508-KBIMB,no,Male,0,yes,yes,24,yes,no,DSL,Yes,no,yes,no,no,no,One year,yes,Credit card (automatic),56.25,1454.25,1.9
7508-MYBOG,yes,Male,0,yes,no,14,yes,yes,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,86.1,1235.55,2.9
7508-SMHXL,no,Female,1,no,no,15,yes,yes,Fiber optic,No,yes,no,no,yes,no,Month-to-month,no,Credit card (automatic),89.0,1288.3,3.0
7511-YMXVQ,yes,Male,0,no,no,9,no,no,DSL,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,45.4,418.8,1.5
7515-LODFU,no,Male,1,no,no,69,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),20.3,1356.3,0.7
7516-GMHUV,no,Male,1,yes,no,50,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,Two year,yes,Credit card (automatic),105.05,5163.3,3.5
7517-LDMPS,no,Female,0,no,no,12,yes,no,Fiber optic,No,yes,no,no,no,yes,Month-to-month,yes,Electronic check,84.6,1017.35,2.8
7517-SAWMO,yes,Female,0,yes,no,19,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,73.2,1441.1,2.4
7519-JTWQH,no,Female,0,no,no,69,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),110.5,7455.45,3.7
7520-HQWJU,no,Female,0,yes,yes,66,yes,yes,DSL,Yes,yes,yes,no,no,no,Month-to-month,yes,Bank transfer (automatic),67.45,4508.65,2.2
7521-AFHAB,no,Female,0,yes,yes,5,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,44.8,220.45,1.5
7521-YXVZY,no,Male,0,no,yes,3,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.95,58.3,0.7
7524-VRLPL,no,Male,1,no,no,69,yes,yes,DSL,Yes,no,yes,yes,no,yes,Two year,no,Credit card (automatic),74.1,5031.0,2.5
7526-BEZQB,yes,Male,0,no,no,12,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,96.05,1148.1,3.2
7526-IVLYU,no,Male,0,no,no,3,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.65,68.35,0.7
7527-QNRUS,no,Male,0,yes,yes,17,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,25.15,412.6,0.8
7529-ZDFXI,no,Male,1,yes,no,57,yes,yes,Fiber optic,No,yes,no,no,no,yes,Month-to-month,yes,Electronic check,89.85,4925.35,3.0
7530-HDYDS,yes,Female,0,no,no,38,yes,no,Fiber optic,No,yes,yes,yes,no,no,Month-to-month,yes,Credit card (automatic),84.25,3264.5,2.8
7531-GQHME,no,Male,0,no,no,12,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),20.05,265.45,0.7
7534-BFESC,yes,Male,1,no,no,24,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,76.1,1712.7,2.5
7537-CBQUZ,no,Male,1,no,no,63,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),109.4,7031.45,3.6
7537-RBWEA,no,Female,0,no,no,1,no,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Mailed check,25.15,25.15,0.8
7538-GWHML,yes,Female,0,no,no,2,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Electronic check,69.65,145.15,2.3
7541-YLXCL,yes,Male,0,no,no,36,yes,no,DSL,No,yes,no,yes,no,yes,One year,yes,Mailed check,65.4,2498.4,2.2
7542-CYDDM,no,Male,0,no,no,18,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.05,358.5,0.7
7544-ZVIKX,no,Male,0,yes,yes,58,yes,yes,Fiber optic,No,no,yes,yes,yes,yes,One year,yes,Bank transfer (automatic),105.05,6004.85,3.5
7547-EKNFS,yes,Male,0,yes,no,42,yes,yes,Fiber optic,No,yes,yes,no,yes,no,Month-to-month,yes,Bank transfer (automatic),95.25,3959.35,3.2
7548-SEPYI,yes,Female,0,no,no,5,yes,no,Fiber optic,No,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,96.25,512.45,3.2
7549-MYGPK,yes,Female,0,yes,yes,63,yes,yes,Fiber optic,Yes,yes,yes,no,yes,no,Month-to-month,yes,Electronic check,100.55,6215.35,3.4
7550-WIQVA,no,Male,0,yes,yes,50,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,One year,yes,Electronic check,108.25,5431.4,3.6
7551-DACSP,yes,Male,0,yes,yes,6,yes,no,DSL,No,yes,yes,no,no,no,Month-to-month,yes,Mailed check,55.3,324.25,1.8
7551-JOHTI,yes,Female,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.5,19.5,0.6
7552-KEYGT,no,Male,0,yes,no,27,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),19.55,520.55,0.7
7554-AKDQF,no,Female,0,yes,no,6,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,45.65,323.45,1.5
7554-NEWDD,no,Male,0,no,no,10,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),25.7,251.6,0.9
7558-IMLMT,no,Male,0,yes,yes,67,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,20.8,1411.9,0.7
7560-QJAVJ,no,Female,0,no,no,70,yes,no,DSL,Yes,no,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),79.6,5589.45,2.7
7560-QRBXH,no,Female,0,no,yes,48,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.95,936.7,0.7
7562-GSUHK,yes,Female,0,no,no,16,yes,no,Fiber optic,No,yes,yes,no,no,yes,Month-to-month,yes,Credit card (automatic),93.2,1573.7,3.1
7562-UXTPG,no,Female,0,no,no,13,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Mailed check,70.15,886.7,2.3
7563-BIUPC,yes,Male,0,no,no,5,yes,no,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,80.6,415.55,2.7
7564-GHCVB,no,Female,0,yes,yes,72,yes,yes,Fiber optic,Yes,no,no,no,no,no,Two year,no,Bank transfer (automatic),79.05,5730.7,2.6
7566-DSRLQ,no,Female,0,yes,no,72,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Electronic check,110.15,7998.8,3.7
7567-ECMCM,no,Male,0,no,no,24,yes,no,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Credit card (automatic),79.85,2001.0,2.7
